,username,date,content,user_location,bulan
13,Fathul_Patoel,2021-04-01 03:03:06+00:00,Eh ini udah pada mulai vaksin apalagi yg lansia. Emang gimana sih alur pendaftaran vaksinasi ini agar bisa divaksin di luar dari program vaksin bersama seperti BUMN ato PNS dan aparatur sipil ato tenaga medis? Ada yang tau?,Sumatera Selatan,April
14,PolsekPlaju3,2021-04-01 00:07:42+00:00,"Vaksin Aman dan Halal
.
.
JAGOAN PALEMBANG
JAGO PALEMBANG!
.
#sukseskanvaksinasi
@DivHumas_Polri
@listyosigit_
@PolisiSumsel
@irvanprawira
@palembangpolice
@novelsiswandi1977 https://t.co/3uQEOPAbiu",Sumatera Selatan,April
0,arjuliandikafd,2021-05-27 23:41:53+00:00,Alhamdulillah vaksin dosis I  🙌🙌🙌 https://t.co/Q7KFt8LQRD,Sumatera Selatan,Mei
1,mnemonictanz,2021-05-27 00:30:17+00:00,@Mentimoen Menunggu dari belum kena covid sampai akhirnya kena covid bulan lalu belum juga dapet panggilan jatah vaksin. Hopeless.,Sumatera Selatan,Mei
2,SumselPolitik,2021-05-24 07:30:22+00:00,"pemerintah tekankan, vaksin yang digunakanbvaksinasi dijamin aman bagi tubuh kita https://t.co/9RKbhwC8mE",Sumatera Selatan,Mei
3,SumselPolitik,2021-05-24 02:37:14+00:00,"Kehadiran Vaksin Harus Dibarengi dengan Disiplin Protokol Kesehatan 3M. Nusantar Bersatu

https://t.co/PbX3fFW2hB",Sumatera Selatan,Mei
4,SumselPolitik,2021-05-24 02:36:32+00:00,"Jangan takut, efek samping suntik vaksin Covid-19 ini bisa sembuh sendiri. Nusantara Bersatu

https://t.co/1PHy8GdTK6",Sumatera Selatan,Mei
5,aditthamdalah,2021-05-14 11:51:47+00:00,@notyourbabybooo Nika di lengan kamu ada tanda bekas vaksin waktu SD gak?,Sumatera Selatan,Mei
6,RichardLubis5,2021-05-12 04:09:25+00:00,@jokowi Tp knp setelah org tua saya melakukan vaksin malah Drop dan malah positif Covid dan trs meninggal pak Jokowi? 😭 apa respond dan tindakan Pemerintah utk org tua saya? TIDAK ADA. Sudah bnyak jg masyarakat mengalami hal yg sama seperti ortu saya.,Sumatera Selatan,Mei
7,Steveholic,2021-05-03 02:07:07+00:00,"Alhamdulillah, setelah menunggu apakah ada efek terhadap suntikan vaksin ke 2 selama 30 menit, tuntas sudah ikhtiar vaksin. Tinggal tawakkal pd Allah, semoga Pandemi ini segera diangkat. Aamiin. @ RS Tiara fatrin https://t.co/26rujJ1UFI",Sumatera Selatan,Mei
0,citrapqurani,2021-06-29 13:34:36+00:00,"ketika yg nyuntik vaksin ternyata temen SMP, dr. Pratiara Syamir Fasa.",Sumatera Selatan,Juni
1,hanin_muthia,2021-06-29 02:23:28+00:00,"Menkes Budi Sebut Vaksin yang Dipakai Indonesia Efektif Lawan Covid-19 Varian Delta
https://t.co/wplSsKaaBn
Doa Untuk Bangsaku",Sumatera Selatan,Juni
2,citrapqurani,2021-06-28 09:09:30+00:00,besok vaksin nih 😂,Sumatera Selatan,Juni
3,MinC900,2021-06-28 01:14:35+00:00,"Sukseskan Vaksin dan Prokes 5M
.
.
Bersatu Kita Teguh https://t.co/E3uYA9WjED",Sumatera Selatan,Juni
4,DirgaNusantara9,2021-06-28 00:44:49+00:00,Bersatu Kita Teguh untuk sujseskan vaksin &amp; prokes 5M https://t.co/F78MF59FMe,Sumatera Selatan,Juni
5,Sefrihardedy,2021-06-27 00:46:20+00:00,Vaksin Berpikir Simple https://t.co/qmbrE2kGze,Sumatera Selatan,Juni
6,Kartika_Lestari,2021-06-26 06:16:02+00:00,"@JalanHeru @faainun Asek.. 
Siap2in gopay be Oom Heru. Katonyo abis vaksin mudah laper.",Sumatera Selatan,Juni
7,duniamaya_29,2021-06-26 05:31:44+00:00,"@Leonita_lestari Aku sudah komplit, 2 kali. Yg pertama, stlh vaksin, demam.. panas tinggi sampe 3 hari.. trs berobat k bidan. Yg kedua, gak ngefek apa2.
Tapi, di rmh ibu n sodara2 yg lain blm dapet giliran. Yg bikin sedih lagi, mrk bilang, jikapun ada giliran, mrk gakmau.😔",Sumatera Selatan,Juni
8,Kartika_Lestari,2021-06-26 03:43:01+00:00,@faainun Aamiin.. Semoga bisa vaksin.,Sumatera Selatan,Juni
9,dayeedays,2021-06-25 15:39:00+00:00,"Diriku pro vaksin, tapi kontra dengan suntikan 🥲🥲🥲",Sumatera Selatan,Juni
10,FA_emeres,2021-06-25 06:52:36+00:00,Ya Allah ngantuk banget abis vaksin https://t.co/M7dbo1D8Wc,Sumatera Selatan,Juni
11,RioBudiawan,2021-06-25 02:36:05+00:00,"@NurdinPurnomo2 Presiden Jokowi terbitkan aturan denda dan pidana warga penolak vaksin Corona
Damai Indonesiaku https://t.co/yVgNSMXhZc",Sumatera Selatan,Juni
12,Ryandtara,2021-06-25 02:17:03+00:00,"Yok dukung Vaksin
Damai Indonesiaku https://t.co/1pI7cYwKDJ",Sumatera Selatan,Juni
13,NurdinPurnomo2,2021-06-25 01:56:10+00:00,"Jubir Vaksin: Disiplin protokol kesehatan tetap harus dilakukan bersama vaksinasi
Damai Indonesiaku
https://t.co/AkfQ45cql9",Sumatera Selatan,Juni
14,EkoPurw24636495,2021-06-25 01:52:58+00:00,"Damai Indonesiaku, dukung sanksi pidana bagi masyarakat yang menolak Vaksin COVID-19 https://t.co/YYEARzVelD",Sumatera Selatan,Juni
15,Bambang64151528,2021-06-25 01:44:06+00:00,"Damai Indonesiaku, Resmi! Jokowi terbitkan aturan denda dan Pidana Warga Penolak Vaksin Corona https://t.co/2IUA2syO1v",Sumatera Selatan,Juni
16,SumselPolitik,2021-06-25 00:07:20+00:00,"Presiden Jokowi Terbitkan Aturan Denda dan Pidana Warga Penolak Vaksin Corona 
.
.
Damai Indonesiaku https://t.co/4kbMe3D9Zo",Sumatera Selatan,Juni
17,ocha_ivy,2021-06-24 15:19:30+00:00,Presiden Jokoei Terbitkan Aturan Denda dan Pidana warga Penolak Vaksin Corona https://t.co/y4eIdxVDwV,Sumatera Selatan,Juni
18,BangIcal07,2021-06-24 01:44:13+00:00,"Yok jangan takut vaksin
Patuhi Protokol kesehatan https://t.co/OnV7CYNmlR",Sumatera Selatan,Juni
19,Catatan_ali7,2021-06-23 22:37:31+00:00,@dr_koko28 ANDA Bicara juga tentang PASIEN korban VAKSIN YANG MENINGGAL ATAU LUMPUH kasihan keluarga keluarga pasien (korban) salah satunya keluarga nya MENINGGAL ATAU LUMLUH bukan Karna COVID TAPI KARNA VAKSIN,Sumatera Selatan,Juni
20,hjrozanah,2021-06-22 07:19:19+00:00,"Setelah Disuntik Vaksin

Kalau Sudah Begini Siapa Yang Akan Bertanggungjawab. https://t.co/KnfsQT1ftW",Sumatera Selatan,Juni
21,AsepSus5,2021-06-22 02:54:50+00:00,"@NurdinPurnomo2 Waspada Varian Baru Covid-19. Patuhi Prokes 5M dan Ayo Vaksin
Yuk Disiplin Prokes https://t.co/Q3VcTWFO2e",Sumatera Selatan,Juni
22,Cakbelagak,2021-06-21 22:14:02+00:00,"@Bern_bernat Menolak , tapi perusahaan mewajibkan vaksin  dan dibiayai perusahaan ya mna boleh buat 🙃",Sumatera Selatan,Juni
23,hjrozanah,2021-06-21 15:59:58+00:00,"Vaksin Kian Gencar, Bersamaan Dengan Mengganasnya COVID 19",Sumatera Selatan,Juni
24,murniyoungest,2021-06-21 15:11:15+00:00,"Twips.. siapa bilang saat berobat wajib Sertifikat Vaksin?? Pihak @BPJSKesehatanRI sudah menyatakan bahwa berita itu HOAX ya, yuk cek infonya disini..

Sumber : 
https://t.co/LpCbJRy6X0

#BPJSKesehatan
#BPJSMelayani #GotongRoyongSemuaTertolong #JKNHadirUntukRakyat https://t.co/5Z3xKzETQ6",Sumatera Selatan,Juni
25,MinC900,2021-06-19 02:43:07+00:00,"Yuk Vaksin dan patuhi Protocol Kesehatan
.
.
NKRI Damai https://t.co/frrxfPWRKM",Sumatera Selatan,Juni
26,LianaIndahSar12,2021-06-17 03:21:52+00:00,"Ayo Vaksin!!!

Bangsa Kuat https://t.co/suHEQ8vzbq",Sumatera Selatan,Juni
27,Bambang64151528,2021-06-17 02:18:23+00:00,"Bangsa Kuat, bangsa yang mendukung vaksin https://t.co/e14SCvt6n3",Sumatera Selatan,Juni
28,RidhoIl54292846,2021-06-17 02:17:19+00:00,"Bangsa Kuat, bangsa yang mendukung vaksin https://t.co/UFHaMRAMM9",Sumatera Selatan,Juni
29,MinC900,2021-06-16 01:42:45+00:00,"ayo vaksin
.
.
Nusantara Kuat https://t.co/Byj6uieAnJ",Sumatera Selatan,Juni
30,etakariesa,2021-06-13 18:34:19+00:00,"Aku yang udah vaksin tahap I aja masih mikir buat gak pake masker. Gak Mau desak-desakan di tempat umum. Pokoknya masih patuh protocol kesehatan, sosial distancing. Aku lebih baik menghindari resiko positif penyakit nya, daripada mengobati.",Sumatera Selatan,Juni
31,mowmolana,2021-06-12 04:05:46+00:00,Kartu vaksin sebagai syarat berpergian dak masuk akal,Sumatera Selatan,Juni
32,RAsmaraningsih,2021-06-11 02:12:15+00:00,"Harus dong ya suntik vaksin agar pandemi bisa diatasi penyebarannya. 
. https://t.co/6A0Y9kPW0o",Sumatera Selatan,Juni
33,EkoPurw24636495,2021-06-11 01:37:26+00:00,"Waspada Provokasi, gak perlu takut ayo kita vaksin https://t.co/eXzCD98rSs",Sumatera Selatan,Juni
34,CandraI84,2021-06-10 01:55:46+00:00,"@AsepSus5 Indonesia memilih Vaksin yang aman dan berkhasiat cegah Covid-19 serta jangan lupa disiplin mematuhi Prokes 5M
Disiplin Prokes 5M https://t.co/GrQEdYJDV6",Sumatera Selatan,Juni
35,Cakbelagak,2021-06-07 14:01:31+00:00,"Duh besok mau vaksin , dagdigdugny mlm ini malah",Sumatera Selatan,Juni
36,SumselPolitik,2021-06-07 02:35:08+00:00,pemerintah selalu memprioritaakkan kemanan vaksin covid19 https://t.co/hlcqDMQqfD,Sumatera Selatan,Juni
37,SumselPolitik,2021-06-06 00:24:43+00:00,"vaksin sinovac kantongi izin WHO, ayo sukseskan programnvaksinasi
.
.
Restorasi Indonesia https://t.co/NQLILk2RM9",Sumatera Selatan,Juni
38,pikacubo,2021-06-05 11:53:28+00:00,@collegemenfess Gue mendukung pak nadiem sih.  Karena anak sekolahan juga kan masih belom bisa vaksin ga sih (sorry kalau salah). Karena setay gue vaksin yg beredar skrg min umurnya 18-20 tahun.,Sumatera Selatan,Juni
39,lailadimyati,2021-06-05 10:44:54+00:00,@lovelostlustyou Aamiin. Segera vaksin buuun,Sumatera Selatan,Juni
40,mnemonictanz,2021-06-03 07:28:06+00:00,@kurawa @jokowi Gua nungguin vaksin kelamaan sampe keburu kena covid. Untung sembuh. Kalau gua sampe mati anak gua cuma bisa ngeliat gua sampe diumur 8 thn doang. Dikiriain yang tua aja rentan. Apa gak sadar manusia jaman sekarang umur 30 an aja bisa mati karena penyakit jantung dan ginjal.,Sumatera Selatan,Juni
