,username,date,content,user_location,bulan
0,HumasPolairud,2021-05-17 09:34:02+00:00,"Personel Pos Kwandang memberikan himbauan untuk mematuhi _*Protokol kesehatan COVID-19 sekaligus mensosialisasikan tentang  pentingnya VAKSIN COVID-19*_, dan selalu menggunakan masker setiap beraktivitas, https://t.co/g0W91g5qPX",Gorontalo,Mei
0,RevanCovida,2021-06-29 04:08:30+00:00,"Vaksin AstraZeneca telah lulus uji klinis dan sudah mendapat izin edar  dari BPOM dan MUI sehingga aman untuk digunakan !

Doa Untuk Bangsaku https://t.co/nAEtCNxbl2",Gorontalo,Juni
1,RevanCovida,2021-06-29 03:51:53+00:00,"Efektifitas vaksin Covid-19 di Indonesia tinggi, bisa melindungi dari varian Delta.

Doa Untuk Bangsaku https://t.co/iKjORE0ocG",Gorontalo,Juni
2,LiomLunik,2021-06-29 01:35:43+00:00,"Vaksin dan prokes solusi jitu atasi pandemi.

Doa Untuk Bangsaku https://t.co/qzVnQX56dX",Gorontalo,Juni
3,LiomLunik,2021-06-29 01:34:12+00:00,"Vaksin dan prokes sebagai upaya cegah pandemi Covid-19.

Doa Untuk Bangsaku https://t.co/yV7SNqxVFd",Gorontalo,Juni
4,ChalistaDunggio,2021-06-29 01:34:06+00:00,"Aku udah vaksin sekarang tinggal jaga protokol kesehatan. 

Doa Untuk Bangsaku https://t.co/04Ax33mwxR",Gorontalo,Juni
5,poncobasah,2021-06-29 01:23:44+00:00,"Menkes Budi Sebut Vaksin yang Dipakai Indonesia Efektif Lawan Covid-19 Varian Delta. Doa Untuk Bangsaku
https://t.co/qUWsP0oqHl",Gorontalo,Juni
6,GilangTabone,2021-06-29 01:21:32+00:00,"yang so vaksin tetap jaga protokol kesehatan sob. 

Doa Untuk Bangsaku https://t.co/HAksUC5vOY",Gorontalo,Juni
7,LaraswatiNovela,2021-06-28 02:12:58+00:00,"Sukseskan program Vaksin dan disiplin menjalani protokol kesehatan.

Bersatu Kita Teguh https://t.co/TeqXdgumIT",Gorontalo,Juni
8,LaraswatiNovela,2021-06-28 02:08:56+00:00,"Mari bersama jalankan protokol kesehatan dengan ketat dan melaksanakan vaksin Covid-19

Bersatu Kita Teguh https://t.co/vzgRmAIcAu",Gorontalo,Juni
9,LaraswatiNovela,2021-06-28 02:04:16+00:00,"Bersama kita sukseskan program Vaksin untuk Indonesia sehat.

Bersatu Kita Teguh https://t.co/2JENG0MnmW",Gorontalo,Juni
10,P3rsada27,2021-06-28 01:39:06+00:00,"Sukseskan program vaksin untuk memutus mata rantai penyebaran Covid-19

Bersatu Kita Teguh https://t.co/YWdL6SSkEg",Gorontalo,Juni
11,P3rsada27,2021-06-28 01:32:20+00:00,"Sukseskan Program Vaksin Covid-19 untuk cegah varian Covid-19

Bersatu Kita Teguh https://t.co/0djmzChZ2q",Gorontalo,Juni
12,RenoVasi17,2021-06-28 00:58:35+00:00,"Bersama kita dukung vaksin dan patuh prokes 5M.

Bersatu Kita Teguh https://t.co/VJoFwclNs4",Gorontalo,Juni
13,RenoVasi17,2021-06-28 00:56:01+00:00,"Dengan vaksin dan disiplin prokes kita pasti akan memenangkan perlawanan terhadap pandemi Covid-19

Bersatu Kita Teguh https://t.co/8XjwUhuI58",Gorontalo,Juni
14,RevanCovida,2021-06-28 00:40:34+00:00,"Kita harus menyadari betapa pentingnya Vaksin Covid19 untuk mencegah penularan Covid19

Bersatu Kita Teguh https://t.co/B196lT54UT",Gorontalo,Juni
15,DjudinSirah,2021-06-27 21:50:30+00:00,Vaksin Jalan terbaik. Bersatu Kita Teguh https://t.co/zZpGJPILtU,Gorontalo,Juni
